attendance_id,student_id,enrollment_no,subject_id,subject_name,faculty_id,lecture_date,lecture_number,day_name,department_code,semester_no,academic_year,attendance_status
235,STU000043,2023010043,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-06-23,1,Tuesday,1,7,2026-2027,P
236,STU000043,2023010043,SUB0054,Natural Language Processing,FAC009,2026-06-23,1,Tuesday,1,7,2026-2027,P
237,STU000044,2023010044,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-06-23,1,Tuesday,1,7,2026-2027,A
238,STU000044,2023010044,SUB0054,Natural Language Processing,FAC009,2026-06-23,1,Tuesday,1,7,2026-2027,P
239,STU000045,2023010045,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-06-23,1,Tuesday,1,7,2026-2027,P
240,STU000045,2023010045,SUB0054,Natural Language Processing,FAC009,2026-06-23,1,Tuesday,1,7,2026-2027,P
241,STU000046,2023010046,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-06-23,1,Tuesday,1,7,2026-2027,P
242,STU000046,2023010046,SUB0054,Natural Language Processing,FAC009,2026-06-23,1,Tuesday,1,7,2026-2027,P
243,STU000047,2023010047,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-06-23,1,Tuesday,1,7,2026-2027,P
244,STU000047,2023010047,SUB0054,Natural Language Processing,FAC009,2026-06-23,1,Tuesday,1,7,2026-2027,P
245,STU000048,2023010048,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-06-23,1,Tuesday,1,7,2026-2027,P
246,STU000048,2023010048,SUB0054,Natural Language Processing,FAC009,2026-06-23,1,Tuesday,1,7,2026-2027,P
247,STU000049,2023010049,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-06-23,1,Tuesday,1,7,2026-2027,P
248,STU000049,2023010049,SUB0054,Natural Language Processing,FAC009,2026-06-23,1,Tuesday,1,7,2026-2027,P
249,STU000050,2023010050,SUB0052,"Innovation, Start-up & Entrepreneurship",FAC007,2026-06-23,1,Tuesday,1,7,2026-2027,P
250,STU000050,2023010050,SUB0054,Natural Language Processing,FAC009,2026-06-23,1,Tuesday,1,7,2026-2027,P
251,STU000001,2023010001,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
252,STU000002,2023010002,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
253,STU000003,2023010003,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
254,STU000004,2023010004,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
255,STU000005,2023010005,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
256,STU000006,2023010006,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
257,STU000007,2023010007,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
258,STU000008,2023010008,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
259,STU000009,2023010009,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
260,STU000010,2023010010,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
261,STU000011,2023010011,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
262,STU000012,2023010012,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
263,STU000013,2023010013,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
264,STU000014,2023010014,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
265,STU000015,2023010015,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
266,STU000016,2023010016,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,A
267,STU000017,2023010017,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
268,STU000018,2023010018,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
269,STU000019,2023010019,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
270,STU000020,2023010020,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
271,STU000021,2023010021,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
272,STU000022,2023010022,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
273,STU000023,2023010023,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,A
274,STU000024,2023010024,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
275,STU000025,2023010025,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
276,STU000026,2023010026,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
277,STU000027,2023010027,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
278,STU000028,2023010028,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
279,STU000029,2023010029,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
280,STU000030,2023010030,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
281,STU000031,2023010031,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
282,STU000032,2023010032,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
283,STU000033,2023010033,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
284,STU000034,2023010034,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,A
285,STU000035,2023010035,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
286,STU000036,2023010036,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
287,STU000037,2023010037,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
288,STU000038,2023010038,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
289,STU000039,2023010039,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
290,STU000040,2023010040,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
291,STU000041,2023010041,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
292,STU000042,2023010042,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
293,STU000043,2023010043,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
294,STU000044,2023010044,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
295,STU000045,2023010045,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
296,STU000046,2023010046,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
297,STU000047,2023010047,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
298,STU000048,2023010048,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,A
299,STU000049,2023010049,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,A
300,STU000050,2023010050,SUB0053,Deep Learning,FAC008,2026-06-23,2,Tuesday,1,7,2026-2027,P
301,STU000001,2023010001,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,A
302,STU000001,2023010001,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
303,STU000001,2023010001,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
304,STU000002,2023010002,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
305,STU000002,2023010002,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
306,STU000002,2023010002,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
307,STU000003,2023010003,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
308,STU000003,2023010003,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
309,STU000003,2023010003,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
310,STU000004,2023010004,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
311,STU000004,2023010004,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
312,STU000004,2023010004,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,A
313,STU000005,2023010005,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
314,STU000005,2023010005,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
315,STU000005,2023010005,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
316,STU000006,2023010006,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
317,STU000006,2023010006,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
318,STU000006,2023010006,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
319,STU000007,2023010007,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
320,STU000007,2023010007,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
321,STU000007,2023010007,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
322,STU000008,2023010008,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
323,STU000008,2023010008,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
324,STU000008,2023010008,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
325,STU000009,2023010009,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
326,STU000009,2023010009,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
327,STU000009,2023010009,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
328,STU000010,2023010010,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
329,STU000010,2023010010,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
330,STU000010,2023010010,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
331,STU000011,2023010011,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
332,STU000011,2023010011,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
333,STU000011,2023010011,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,A
334,STU000012,2023010012,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,A
335,STU000012,2023010012,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
336,STU000012,2023010012,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
337,STU000013,2023010013,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
338,STU000013,2023010013,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
339,STU000013,2023010013,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,A
340,STU000014,2023010014,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
341,STU000014,2023010014,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,A
342,STU000014,2023010014,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
343,STU000015,2023010015,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
344,STU000015,2023010015,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
345,STU000015,2023010015,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
346,STU000016,2023010016,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
347,STU000016,2023010016,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
348,STU000016,2023010016,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
349,STU000017,2023010017,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
350,STU000017,2023010017,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,A
351,STU000017,2023010017,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
352,STU000018,2023010018,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
353,STU000018,2023010018,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
354,STU000018,2023010018,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
355,STU000019,2023010019,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,A
356,STU000019,2023010019,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
357,STU000019,2023010019,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
358,STU000020,2023010020,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
359,STU000020,2023010020,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
360,STU000020,2023010020,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,A
361,STU000021,2023010021,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
362,STU000021,2023010021,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
363,STU000021,2023010021,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
364,STU000022,2023010022,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
365,STU000022,2023010022,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
366,STU000022,2023010022,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
367,STU000023,2023010023,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
368,STU000023,2023010023,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
369,STU000023,2023010023,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
370,STU000024,2023010024,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
371,STU000024,2023010024,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,A
372,STU000024,2023010024,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
373,STU000025,2023010025,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
374,STU000025,2023010025,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
375,STU000025,2023010025,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
376,STU000026,2023010026,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,A
377,STU000026,2023010026,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
378,STU000026,2023010026,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
379,STU000027,2023010027,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
380,STU000027,2023010027,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
381,STU000027,2023010027,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,A
382,STU000028,2023010028,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
383,STU000028,2023010028,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
384,STU000028,2023010028,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
385,STU000029,2023010029,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
386,STU000029,2023010029,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
387,STU000029,2023010029,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
388,STU000030,2023010030,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
389,STU000030,2023010030,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
390,STU000030,2023010030,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
391,STU000031,2023010031,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
392,STU000031,2023010031,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,A
393,STU000031,2023010031,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
394,STU000032,2023010032,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
395,STU000032,2023010032,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
396,STU000032,2023010032,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
397,STU000033,2023010033,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
398,STU000033,2023010033,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
399,STU000033,2023010033,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
400,STU000034,2023010034,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
401,STU000034,2023010034,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
402,STU000034,2023010034,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
403,STU000035,2023010035,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
404,STU000035,2023010035,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
405,STU000035,2023010035,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
406,STU000036,2023010036,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
407,STU000036,2023010036,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
408,STU000036,2023010036,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,A
409,STU000037,2023010037,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,A
410,STU000037,2023010037,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
411,STU000037,2023010037,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
412,STU000038,2023010038,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
413,STU000038,2023010038,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
414,STU000038,2023010038,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
415,STU000039,2023010039,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
416,STU000039,2023010039,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
417,STU000039,2023010039,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
418,STU000040,2023010040,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
419,STU000040,2023010040,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
420,STU000040,2023010040,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
421,STU000041,2023010041,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
422,STU000041,2023010041,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
423,STU000041,2023010041,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
424,STU000042,2023010042,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
425,STU000042,2023010042,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
426,STU000042,2023010042,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
427,STU000043,2023010043,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
428,STU000043,2023010043,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
429,STU000043,2023010043,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,A
430,STU000044,2023010044,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,A
431,STU000044,2023010044,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
432,STU000044,2023010044,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
433,STU000045,2023010045,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
434,STU000045,2023010045,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
435,STU000045,2023010045,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
436,STU000046,2023010046,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
437,STU000046,2023010046,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
438,STU000046,2023010046,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
439,STU000047,2023010047,SUB0050,Software Engineering,FAC005,2026-06-24,2,Wednesday,1,7,2026-2027,P
440,STU000047,2023010047,SUB0051,Human Computer Interaction,FAC006,2026-06-24,2,Wednesday,1,7,2026-2027,P
441,STU000047,2023010047,SUB0054,Natural Language Processing,FAC009,2026-06-24,2,Wednesday,1,7,2026-2027,P
